chr	start	end	peak_id	score	strand	intron_chr	intron_start	intron_end	intron_id	intron_score	intron_strand	rPos	Overlap_start	Overlap_end	Control_start	Control_end	Intron_length	Control_length	ExonORIntron	Overlap_Phastcon	Control_Phastcon	Overlap_GC	Control_GC	Class	m6A_Intensity
chr11	23590837	23591087	m6AIP_abcam_peak_1110	0.0	-	chr11	23589983	23593425	ENSMUST00000043356.12|0610010F05Rik|ENSMUSG00000042208.15|protein_coding_Intron_12	0.0	-	0.7155723416618245	23590837	23591087	23592224	23592474	3442	1968	Constitutive_Intron	0.069656	0	0.48	0.564	Cfg3	1.82618100116974
chr11	23614216	23614369	m6AIP_abcam_peak_1111	0.0	-	chr11	23612048	23615095	ENSMUST00000043356.12|0610010F05Rik|ENSMUSG00000042208.15|protein_coding_Intron_6	0.0	-	0.2605841811617985	23614216	23614369	23614391	23614544	3047	1182	Constitutive_Intron	0.0316863	0.0206471	0.40522875816993464	0.39869281045751637	Cfg3	0.597883947229046
chr11	23886573	23886735	m6AIP_abcam_peak_1113	0.0	-	chr11	23885572	23890228	ENSMUST00000020513.9|Papolg|ENSMUSG00000020273.13|protein_coding_Intron_3	0.0	-	0.7792096219931272	23886573	23886735	23888976	23889138	4656	1766	Constitutive_Intron	0.0198704	0.0913889	0.42592592592592593	0.5432098765432098	Cfg3	1.51106045044133
chr11	29716043	29716160	m6AIP_abcam_peak_1123	0.0	+	chr11	29708770	29733632	ENSMUST00000102843.9|Rtn4|ENSMUSG00000020458.16|protein_coding_Intron_3	0.0	+	0.2952698897916499	29716043	29716160	29709618	29709735	24862	4482	Constitutive_Intron	0.058359	0.0443419	0.4358974358974359	0.41025641025641024	Cfg3	0.197932716319799
chr11	30197923	30198044	m6AIP_SySy_peak_900	0.0	-	chr11	30159445	30219578	ENSMUST00000006629.13|Sptbn1|ENSMUSG00000020315.18|protein_coding_Intron_2	0.0	-	0.3586882410656378	30197923	30198044	30215250	30215371	60133	1904	Alternative_ExonIntron	0.209678	0.00541322	0.6033057851239669	0.35537190082644626	Cfg2	1.0333480178358
chr11	30265758	30266008	m6AIP_abcam_peak_1129	0.0	-	chr11	30219772	30267947	ENSMUST00000006629.13|Sptbn1|ENSMUSG00000020315.18|protein_coding_Intron_1	0.0	-	0.042843798650752496	30265758	30266008	30238205	30238455	48175	90	Constitutive_Intron	0.0496886	0.02048	0.44	0.46	Cfg3	1.99715407366401
chr11	30782453	30782600	m6AIP_abcam_peak_1130	0.0	+	chr11	30772224	30791091	ENSMUST00000041231.13|Psme4|ENSMUSG00000040850.17|protein_coding_Intron_1	0.0	+	0.5469868023533153	30782453	30782600	30786425	30786572	18867	1228	Constitutive_Intron	0.452925	0.0171088	0.4217687074829932	0.4217687074829932	Cfg3	0.250907106509084
chr11	30785474	30785657	m6AIP_abcam_peak_1131	0.0	+	chr11	30772224	30791091	ENSMUST00000041231.13|Psme4|ENSMUSG00000040850.17|protein_coding_Intron_1	0.0	+	0.7052525573753113	30785474	30785657	30772788	30772971	18867	2644	Constitutive_Intron	0	0.166694	0.4808743169398907	0.44808743169398907	Cfg3	0.634778463968273
chr11	31369027	31369250	m6AIP_SySy_peak_903a	0.0	-	chr11	31367868	31369711	ENSMUST00000020546.2|Stc2|ENSMUSG00000020303.2|protein_coding_Intron_1	0.0	-	0.30330982094411285	31369027	31369250	31369083	31369306	1843	4803	Constitutive_Intron	0.528188	0.40413	0.5874439461883408	0.57847533632287	Cfg2	2.29785224602875
chr11	31369251	31369457	m6AIP_SySy_peak_903b	0.0	-	chr11	31367868	31369711	ENSMUST00000020546.2|Stc2|ENSMUSG00000020303.2|protein_coding_Intron_1	0.0	-	0.19587628865979378	31369251	31369457	31369133	31369339	1843	1843	Constitutive_Intron	0.180961	0.31835	0.6601941747572816	0.5728155339805825	Cfg2	3.56921792342696
chr11	32717492	32717656	m6AIP_abcam_peak_1135	0.0	+	chr11	32711997	32720471	ENSMUST00000076383.7|Fbxw11|ENSMUSG00000020271.17|protein_coding_Intron_4	0.0	+	0.6499881991975455	32717492	32717656	32717998	32718162	8474	37265	Constitutive_Intron	0.0866768	0.00654878	0.47560975609756095	0.38414634146341464	Cfg3	0.509892441640343
chr11	33258494	33258659	m6AIP_abcam_peak_1136	0.0	-	chr11	33243276	33264635	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_24	0.0	-	0.2864834495997004	33258494	33258659	33252452	33252617	21359	22337	Constitutive_Intron	0	0	0.3696969696969697	0.4909090909090909	Cfg3	0.0584833022748205
chr11	33270887	33271050	m6AIP_abcam_peak_1137	0.0	-	chr11	33266324	33283907	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_22	0.0	-	0.7344594210316784	33270887	33271050	33273224	33273387	17583	22337	Constitutive_Intron	0.021589	0.0226319	0.44785276073619634	0.4723926380368098	Cfg3	0.897916726886312
chr11	33303137	33303269	m6AIP_abcam_peak_1138	0.0	-	chr11	33302870	33318238	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_18	0.0	-	0.9782665278500781	33303137	33303269	33305066	33305198	15368	5573	Constitutive_Intron	0.35078	0.16753	0.5227272727272727	0.3484848484848485	Cfg3	0.23406801767916
chr11	33331013	33331263	m6AIP_abcam_peak_1139	0.0	-	chr11	33329544	33441802	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_14	0.0	-	0.9858005665520497	33331013	33331263	33340137	33340387	112258	806	Constitutive_Intron	0.010892	0.022964	0.472	0.38	Cfg3	0.649293722352186
chr11	33354635	33354757	m6AIP_abcam_peak_1140	0.0	-	chr11	33329544	33441802	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_14	0.0	-	0.7760961356874343	33354635	33354757	33369531	33369653	112258	7262	Constitutive_Intron	0.00560215	0.915615	0.45901639344262296	0.39344262295081966	Cfg3	0.694800665362514
chr11	33356188	33356322	m6AIP_SySy_peak_909	0.0	-	chr11	33329544	33441802	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_14	0.0	-	0.7619145183416772	33356188	33356322	33344593	33344727	112258	3083	Constitutive_Intron	0	0.0800746	0.41044776119402987	0.34328358208955223	Cfg1	1.49669779721261
chr11	33364197	33364299	m6AIP_abcam_peak_1142	0.0	-	chr11	33329544	33441802	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_14	0.0	-	0.6905610290580626	33364197	33364299	33392945	33393047	112258	1858	Constitutive_Intron	0.0374762	1	0.5196078431372549	0.29411764705882354	Cfg3	0.815558964030575
chr11	33421042	33421178	m6AIP_SySy_peak_910	0.0	-	chr11	33329544	33441802	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_14	0.0	-	0.1842630369327799	33421042	33421178	33390211	33390347	112258	7670	Constitutive_Intron	0	0.0148088	0.38235294117647056	0.3235294117647059	Cfg1	3.35089230335951
chr11	33473862	33473994	m6AIP_abcam_peak_1144	0.0	-	chr11	33452549	33474886	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_12	0.0	-	0.04405246899762727	33473862	33473994	33456445	33456577	22337	2838	Alternative_ExonIntron	0.0343712	0.144606	0.5757575757575758	0.23484848484848486	Cfg3	-0.0969933446743599
chr11	33484553	33484661	m6AIP_abcam_peak_1145a	0.0	-	chr11	33483079	33485917	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_7	0.0	-	0.45630725863284005	33484553	33484661	33483472	33483580	2838	17583	Constitutive_Intron	0.0559815	0.00587037	0.4537037037037037	0.3055555555555556	Cfg3	0.841322905828662
chr11	33484662	33484756	m6AIP_abcam_peak_1145b	0.0	-	chr11	33483079	33485917	ENSMUST00000102815.9|Ranbp17|ENSMUSG00000040594.19|protein_coding_Intron_7	0.0	-	0.42776603241719524	33484662	33484756	33483582	33483676	2838	2838	Constitutive_Intron	0.194447	0.0305	0.2872340425531915	0.5212765957446809	Cfg3	1.24880234238164
chr11	34830549	34830649	m6AIP_SySy_peak_915	0.0	-	chr11	34825539	34830724	ENSMUST00000093191.2|Spdl1|ENSMUSG00000069910.2|protein_coding_Intron_2	0.0	-	0.018514946962391532	34830549	34830649	34827858	34827958	5185	5448	Alternative_ExonIntron	0.10016	0	0.46	0.46	Cfg2	1.5668888527594
chr11	35895278	35895436	m6AIP_abcam_peak_1150a	0.0	-	chr11	35891578	35897375	ENSMUST00000018993.6|Wwc1|ENSMUSG00000018849.6|protein_coding_Intron_5	0.0	-	0.34845609798171473	35895278	35895436	35896339	35896497	5797	1322	Constitutive_Intron	0.302487	0.606038	0.4936708860759494	0.46835443037974683	Cfg3	1.90215748139776
chr11	35895437	35895587	m6AIP_abcam_peak_1150b	0.0	-	chr11	35891578	35897375	ENSMUST00000018993.6|Wwc1|ENSMUSG00000018849.6|protein_coding_Intron_5	0.0	-	0.32016560289805074	35895437	35895587	35893548	35893698	5797	1163	Constitutive_Intron	0.0408	0.589667	0.5266666666666666	0.5133333333333333	Cfg3	1.63935224283774
chr11	35968725	35968825	m6AIP_abcam_peak_1151	0.0	-	chr11	35915285	35979970	ENSMUST00000018993.6|Wwc1|ENSMUSG00000018849.6|protein_coding_Intron_1	0.0	-	0.1731004096776687	35968725	35968825	35935264	35935364	64685	1001	Constitutive_Intron	0.01415	0.0233	0.49	0.52	Cfg3	0.102439859012075
chr11	44530623	44530845	m6AIP_abcam_peak_1156	0.0	+	chr11	44525143	44531275	ENSMUST00000019333.9|Rnf145|ENSMUSG00000019189.13|protein_coding_Intron_2	0.0	+	0.9106327462491846	44530623	44530845	44530271	44530493	6132	6132	Constitutive_Intron	0.153505	0.0413378	0.46396396396396394	0.36486486486486486	Cfg3	0.690505269258104
chr11	45879229	45879479	m6AIP_abcam_peak_1158	0.0	+	chr11	45852192	45883709	ENSMUST00000109261.10|Clint1|ENSMUSG00000006169.20|protein_coding_Intron_1	0.0	+	0.8618206047529905	45879229	45879479	45869394	45869644	31517	2002	Constitutive_Intron	0	0.160652	0.44	0.476	Cfg3	0.151122389579455
chr11	45879521	45879660	m6AIP_SySy_peak_925	0.0	+	chr11	45852192	45883709	ENSMUST00000109261.10|Clint1|ENSMUSG00000006169.20|protein_coding_Intron_1	0.0	+	0.8691817114573087	45879521	45879660	45881511	45881650	31517	31517	Constitutive_Intron	0	0.448576	0.5467625899280576	0.28776978417266186	Cfg2	1.44663701811363
chr11	49709643	49709783	m6AIP_abcam_peak_1167a	0.0	-	chr11	49702654	49712353	ENSMUST00000145353.7|Cnot6|ENSMUSG00000020362.13|protein_coding_Intron_1	0.0	-	0.2735333539540159	49709643	49709783	49703139	49703279	9699	13189	Constitutive_Intron	0.0222286	0.361064	0.5071428571428571	0.32142857142857145	Cfg3	0.763247501645513
chr11	49709784	49709886	m6AIP_abcam_peak_1167b	0.0	-	chr11	49702654	49712353	ENSMUST00000145353.7|Cnot6|ENSMUSG00000020362.13|protein_coding_Intron_1	0.0	-	0.25621198061655837	49709784	49709886	49704483	49704585	9699	9699	Constitutive_Intron	0.00970588	0.146873	0.45098039215686275	0.47058823529411764	Cfg3	-0.098232349844874
chr11	50271264	50271373	m6AIP_abcam_peak_1173	0.0	-	chr11	50267010	50291725	ENSMUST00000059458.4|Maml1|ENSMUSG00000050567.16|protein_coding_Intron_1	0.0	-	0.8259761278575763	50271264	50271373	50282464	50282573	24715	2148	Constitutive_Intron	0.0560917	0.0669358	0.5321100917431193	0.3394495412844037	Cfg3	-0.0888407764126255
chr11	50382488	50382650	m6AIP_abcam_peak_1176	0.0	+	chr11	50381597	50382536	ENSMUST00000077817.7|Hnrnph1|ENSMUSG00000007850.16|protein_coding_Intron_5	0.0	+	0.9850905218317358	50382488	50382536	50382353	50382401	939	939	Alternative_ExonIntron	0.604917	0.880833	0.4791666666666667	0.3125	Cfg3	-0.460427301323416
chr11	51635219	51635394	m6AIP_abcam_peak_1181	0.0	-	chr11	51629661	51635589	ENSMUST00000001081.9|Rmnd5b|ENSMUSG00000001054.9|protein_coding_Intron_1	0.0	-	0.0522941970310391	51635219	51635394	51633468	51633643	5928	96	Constitutive_Intron	0.0102	0.144434	0.44	0.49714285714285716	Cfg3	0.792729409011194
chr11	53265895	53266110	m6AIP_abcam_peak_1188	0.0	-	chr11	53266049	53266965	ENSMUST00000020630.7|Hspa4|ENSMUSG00000020361.13|protein_coding_Intron_14	0.0	-	0.9770742358078602	53266049	53266110	53266783	53266844	916	5248	Constitutive_Intron	0.192164	0.00129508	0.36065573770491804	0.39344262295081966	Cfg3	0.361642556048065
chr11	53297181	53297315	m6AIP_abcam_peak_1189	0.0	-	chr11	53292314	53300059	ENSMUST00000020630.7|Hspa4|ENSMUSG00000020361.13|protein_coding_Intron_1	0.0	-	0.3653970303421562	53297181	53297315	53296251	53296385	7745	2816	Constitutive_Intron	0.0845896	0.122142	0.4626865671641791	0.40298507462686567	Cfg3	0.355534019735634
chr11	53368137	53368263	m6AIP_abcam_peak_1191	0.0	+	chr11	53351129	53368659	ENSMUST00000060945.11|Aff4|ENSMUSG00000049470.13|protein_coding_Intron_1	0.0	+	0.9747860810039931	53368137	53368263	53367012	53367138	17530	1189	Constitutive_Intron	0.651294	0.345405	0.46825396825396826	0.31746031746031744	Cfg3	0.682691481436835
chr11	54551067	54551239	m6AIP_abcam_peak_1198	0.0	+	chr11	54546429	54552789	ENSMUST00000101206.9|Rapgef6|ENSMUSG00000037533.20|protein_coding_Intron_3	0.0	+	0.7391509433962264	54551067	54551239	54549819	54549991	6360	6150	Constitutive_Intron	0	0.259855	0.5174418604651163	0.27325581395348836	Cfg3	0.909009366753862
chr11	54573003	54573126	m6AIP_abcam_peak_1199	0.0	+	chr11	54568496	54610787	ENSMUST00000101206.9|Rapgef6|ENSMUSG00000037533.20|protein_coding_Intron_6	0.0	+	0.10801352533635998	54573003	54573126	54603727	54603850	42291	6958	Constitutive_Intron	0	0	0.4796747967479675	0.4146341463414634	Cfg3	1.02344849294088
chr11	54775677	54775885	m6AIP_abcam_peak_1201	0.0	-	chr11	54756559	54787559	ENSMUST00000064104.12|Cdc42se2|ENSMUSG00000052298.12|protein_coding_Intron_1	0.0	-	0.3789677419354839	54775677	54775885	54764706	54764914	31000	518	Constitutive_Intron	0.0395962	0.437404	0.3894230769230769	0.36538461538461536	Cfg3	1.35447054994684
chr11	54943827	54943936	m6AIP_abcam_peak_1202	0.0	-	chr11	54940882	54956020	ENSMUST00000102731.7|Tnip1|ENSMUSG00000020400.17|protein_coding_Intron_2	0.0	-	0.8018892852424362	54943827	54943936	54943460	54943569	15138	2023	Constitutive_Intron	0.0685963	0.0507982	0.48623853211009177	0.5779816513761468	Cfg3	1.42307551262583
chr11	55017546	55017656	m6AIP_abcam_peak_1203	0.0	-	chr11	55013915	55021536	ENSMUST00000108883.9|Anxa6|ENSMUSG00000018340.13|protein_coding_Intron_2	0.0	-	0.5151554914053273	55017546	55017656	55020150	55020260	7621	4322	Constitutive_Intron	0.0395545	0.0313909	0.4727272727272727	0.509090909090909	Cfg3	2.73532875298726
chr11	55173773	55173910	m6AIP_abcam_peak_1204a	0.0	-	chr11	55170072	55174667	ENSMUST00000039305.5|Slc36a2|ENSMUSG00000020264.5|protein_coding_Intron_5	0.0	-	0.18280739934711643	55173773	55173910	55171786	55171923	4595	3030	Constitutive_Intron	0	0.104278	0.41605839416058393	0.39416058394160586	Cfg3	3.20278227385105
chr11	55173911	55174055	m6AIP_abcam_peak_1204b	0.0	-	chr11	55170072	55174667	ENSMUST00000039305.5|Slc36a2|ENSMUSG00000020264.5|protein_coding_Intron_5	0.0	-	0.14624591947769316	55173911	55174055	55171751	55171895	4595	4595	Constitutive_Intron	0	0.06	0.4375	0.4166666666666667	Cfg3	2.5264605894854
chr11	55487309	55487498	m6AIP_SySy_peak_967	0.0	+	chr11	55485738	55487478	ENSMUST00000018727.3|G3bp1|ENSMUSG00000018583.5|protein_coding_Intron_2	0.0	+	0.9316091954022988	55487309	55487478	55486492	55486661	1740	150	Alternative_ExonIntron	0.0471361	0.0300237	0.5207100591715976	0.4970414201183432	Cfg1	1.75800641435491
chr11	58309675	58309873	m6AIP_abcam_peak_1211	0.0	+	chr11	58309665	58309953	ENSMUST00000153510.8|Zfp692|ENSMUSG00000037243.17|protein_coding_Intron_6	0.0	+	0.4930555555555556	58309675	58309873	58309748	58309946	288	288	Constitutive_Intron	0.014303	0.00940404	0.5707070707070707	0.5505050505050505	Cfg3	0.970680658605919
chr11	58311154	58311263	m6AIP_abcam_peak_1212	0.0	+	chr11	58310496	58311455	ENSMUST00000153510.8|Zfp692|ENSMUSG00000037243.17|protein_coding_Intron_9	0.0	+	0.7111574556830031	58311154	58311263	58310612	58310721	959	87	Constitutive_Intron	0.00236697	0.0103028	0.4954128440366973	0.5412844036697247	Cfg3	0.795417005902086
chr11	60168530	60168744	m6AIP_abcam_peak_1224	0.0	+	chr11	60140370	60185095	ENSMUST00000064190.12|Rai1|ENSMUSG00000062115.15|protein_coding_Intron_2	0.0	+	0.6307657909446618	60168530	60168744	60141652	60141866	44725	44725	Constitutive_Intron	0.00843458	0.0188131	0.514018691588785	0.5467289719626168	Cfg3	1.20531719670033
chr11	60214910	60215082	m6AIP_abcam_peak_1228	0.0	-	chr11	60207257	60220452	ENSMUST00000020846.7|Srebf1|ENSMUSG00000020538.15|protein_coding_Intron_1	0.0	-	0.41644562334217505	60214910	60215082	60220017	60220189	13195	520	Constitutive_Intron	0.0482849	0.0239535	0.5058139534883721	0.5058139534883721	Cfg3	0.650648902511464
chr11	60539250	60539480	m6AIP_SySy_peak_998	0.0	+	chr11	60539195	60547687	ENSMUST00000044250.3|Alkbh5|ENSMUSG00000042650.3|protein_coding_Intron_1	0.0	+	0.023433820065944418	60539250	60539480	60540937	60541167	8492	5945	Constitutive_Intron	0.0047913	0.214713	0.4652173913043478	0.46956521739130436	Cfg2	3.13834874483211
chr11	60939239	60939359	m6AIP_abcam_peak_1239	0.0	+	chr11	60932271	60941879	ENSMUST00000019076.9|Map2k3|ENSMUSG00000018932.9|protein_coding_Intron_1	0.0	+	0.7313696919233972	60939239	60939359	60934586	60934706	9608	1097	Constitutive_Intron	0.00705833	0.00731667	0.5	0.5333333333333333	Cfg3	0.873693359020559
chr11	60951478	60951623	m6AIP_abcam_peak_1240	0.0	+	chr11	60951203	60951763	ENSMUST00000019076.9|Map2k3|ENSMUSG00000018932.9|protein_coding_Intron_11	0.0	+	0.6035714285714285	60951478	60951623	60951365	60951510	560	1097	Constitutive_Intron	0.100793	0.0662483	0.5172413793103449	0.5655172413793104	Cfg3	0.888398807630305
chr11	61493313	61493430	m6AIP_abcam_peak_1245	0.0	-	chr11	61493069	61493646	ENSMUST00000079080.12|Mapk7|ENSMUSG00000001034.17|protein_coding_Intron_2	0.0	-	0.4748700173310225	61493313	61493430	61493308	61493425	577	93	Alternative_ExonIntron	0.00812821	0.00887179	0.48717948717948717	0.5042735042735043	Cfg3	1.94437281535889
chr11	61534819	61535014	m6AIP_abcam_peak_1247	0.0	-	chr11	61533681	61535270	ENSMUST00000179936.7|Epn2|ENSMUSG00000001036.17|protein_coding_Intron_5	0.0	-	0.24669603524229078	61534819	61535014	61534875	61535070	1589	536	Constitutive_Intron	0.00185128	0.00172821	0.5743589743589743	0.5692307692307692	Cfg3	1.36398018057846
chr11	61570266	61570412	m6AIP_abcam_peak_1249	0.0	-	chr11	61565894	61579566	ENSMUST00000179936.7|Epn2|ENSMUSG00000001036.17|protein_coding_Intron_1	0.0	-	0.6739321240491516	61570266	61570412	61577762	61577908	13672	1951	Constitutive_Intron	0.0330205	0.00158904	0.4931506849315068	0.4520547945205479	Cfg3	1.43345192377799
chr11	61571501	61571643	m6AIP_abcam_peak_1250	0.0	-	chr11	61565894	61579566	ENSMUST00000179936.7|Epn2|ENSMUSG00000001036.17|protein_coding_Intron_1	0.0	-	0.5838209479227618	61571501	61571643	61571651	61571793	13672	1589	Constitutive_Intron	0.00201408	0.293408	0.49295774647887325	0.5	Cfg3	1.03092040138847
chr11	61918301	61918500	m6AIP_abcam_peak_1252	0.0	-	chr11	61916266	61922781	ENSMUST00000102650.9|Akap10|ENSMUSG00000047804.15|protein_coding_Intron_2	0.0	-	0.6802762854950115	61918301	61918500	61920371	61920570	6515	5077	Constitutive_Intron	0.00669347	0.0133819	0.4271356783919598	0.36180904522613067	Cfg3	0.694248943405321
chr11	62286866	62286991	m6AIP_abcam_peak_1255a	0.0	+	chr11	62285885	62292123	ENSMUST00000050646.12|Ttc19|ENSMUSG00000042298.18|protein_coding_Intron_6	0.0	+	0.16367425456877205	62286866	62286991	62287985	62288110	6238	764	Constitutive_Intron	0.06624	0.055616	0.448	0.496	Cfg3	0.68243975975276
chr11	62286992	62287188	m6AIP_abcam_peak_1255b	0.0	+	chr11	62285885	62292123	ENSMUST00000050646.12|Ttc19|ENSMUSG00000042298.18|protein_coding_Intron_6	0.0	+	0.19124719461365822	62286992	62287188	62288682	62288878	6238	91	Constitutive_Intron	0.028199	0.520867	0.4846938775510204	0.5051020408163265	Cfg3	0.59732418909727
chr11	62336187	62336297	m6AIP_abcam_peak_1257	0.0	-	chr11	62334661	62337544	ENSMUST00000018645.12|Ncor1|ENSMUSG00000018501.17|protein_coding_Intron_35	0.0	-	0.45473465140478664	62336187	62336297	62336481	62336591	2883	339	Constitutive_Intron	0.0345455	0.0208091	0.5363636363636364	0.37272727272727274	Cfg3	0.031106157528365
chr11	62341535	62341646	m6AIP_abcam_peak_1258	0.0	-	chr11	62340629	62342996	ENSMUST00000018645.12|Ncor1|ENSMUSG00000018501.17|protein_coding_Intron_31	0.0	-	0.5973806506125898	62341535	62341646	62340942	62341053	2367	8664	Constitutive_Intron	0.00840541	0.0317284	0.5135135135135135	0.35135135135135137	Cfg3	1.01267313946333
chr11	62408978	62409182	m6AIP_abcam_peak_1261	0.0	-	chr11	62404466	62410819	ENSMUST00000018645.12|Ncor1|ENSMUSG00000018501.17|protein_coding_Intron_6	0.0	-	0.2753030064536439	62408978	62409182	62406634	62406838	6353	1342	Constitutive_Intron	0.116935	0.00217647	0.5147058823529411	0.37745098039215685	Cfg3	-0.28787868522223
chr11	65037577	65037743	m6AIP_abcam_peak_1262	0.0	-	chr11	65032195	65038615	ENSMUST00000093002.11|Arhgap44|ENSMUSG00000033389.16|protein_coding_Intron_10	0.0	-	0.14875389408099693	65037577	65037743	65035466	65035632	6420	7280	Constitutive_Intron	0.0449036	0.0122108	0.43373493975903615	0.46987951807228917	Cfg3	0.874999962131648
chr11	65065919	65066046	m6AIP_abcam_peak_1263	0.0	-	chr11	65059935	65067079	ENSMUST00000093002.11|Arhgap44|ENSMUSG00000033389.16|protein_coding_Intron_4	0.0	-	0.14977603583426646	65065919	65066046	65063725	65063852	7144	4612	Constitutive_Intron	0.0143701	0.0655984	0.5196850393700787	0.33858267716535434	Cfg3	0.609442079093337
chr11	65130284	65130534	m6AIP_SySy_peak_1033	0.0	-	chr11	65075210	65162585	ENSMUST00000093002.11|Arhgap44|ENSMUSG00000033389.16|protein_coding_Intron_1	0.0	-	0.36825178826895566	65130284	65130534	65130400	65130650	87375	1004	Constitutive_Intron	0.156732	0.240004	0.364	0.368	Cfg2	1.97455750350945
chr11	65142258	65142471	m6AIP_abcam_peak_1264	0.0	-	chr11	65075210	65162585	ENSMUST00000093002.11|Arhgap44|ENSMUSG00000033389.16|protein_coding_Intron_1	0.0	-	0.23129041487839774	65142258	65142471	65078630	65078843	87375	629	Constitutive_Intron	0.00583099	0	0.4835680751173709	0.24882629107981222	Cfg3	1.32870503217631
chr11	67050405	67050632	m6AIP_abcam_peak_1268	0.0	-	chr11	67042107	67051680	ENSMUST00000116363.1|Adprm|ENSMUSG00000020910.16|protein_coding_Intron_2	0.0	-	0.11918938681708968	67050405	67050632	67048045	67048272	9573	756	Constitutive_Intron	0.265511	0.212598	0.5110132158590308	0.41409691629955947	Cfg3	0.777461159453573
chr11	68055805	68055939	m6AIP_abcam_peak_1270	0.0	+	chr11	68020998	68109276	ENSMUST00000021285.13|Stx8|ENSMUSG00000020903.13|protein_coding_Intron_6	0.0	+	0.3946056775187476	68055805	68055939	68104860	68104994	88278	9466	Constitutive_Intron	0.0111045	0.198231	0.5074626865671642	0.3656716417910448	Cfg3	1.00719512430849
chr11	68270415	68270527	m6AIP_abcam_peak_1271	0.0	-	chr11	68269627	68270542	ENSMUST00000151817.1|Gm12305|ENSMUSG00000084993.1|lncRNA_Intron_1	0.0	-	0.08524590163934431	68270415	68270527	68270097	68270209	915	915	Constitutive_Intron	0.00317857	0.003875	0.49107142857142855	0.5892857142857143	Cfg3	0.994582063116365
chr11	68270415	68270527	m6AIP_abcam_peak_1271	0.0	-	chr11	68260646	68277422	ENSMUST00000108674.8|Ntn1|ENSMUSG00000020902.12|protein_coding_Intron_4	0.0	-	0.41475917978063903	68270415	68270527	68266998	68267110	16776	14200	Constitutive_Intron	0.00317857	0.00361607	0.49107142857142855	0.5267857142857143	Cfg3	0.994582063116365
chr11	68278034	68278216	m6AIP_abcam_peak_1272	0.0	-	chr11	68277611	68385102	ENSMUST00000108674.8|Ntn1|ENSMUSG00000020902.12|protein_coding_Intron_3	0.0	-	0.9954135695081449	68278034	68278216	68314859	68315041	107491	2988	Constitutive_Intron	0.00437363	0.0298297	0.5274725274725275	0.46703296703296704	Cfg3	1.40088326149767
chr11	68333480	68333587	m6AIP_abcam_peak_1273	0.0	-	chr11	68277611	68385102	ENSMUST00000108674.8|Ntn1|ENSMUSG00000020902.12|protein_coding_Intron_3	0.0	-	0.48006809872454437	68333480	68333587	68349458	68349565	107491	2988	Constitutive_Intron	0.00316822	0.00902804	0.5420560747663551	0.42990654205607476	Cfg3	-0.028940092962338
chr11	68338716	68338787	m6AIP_abcam_peak_1274a	0.0	-	chr11	68277611	68385102	ENSMUST00000108674.8|Ntn1|ENSMUSG00000020902.12|protein_coding_Intron_3	0.0	-	0.43122680038328787	68338716	68338787	68334893	68334964	107491	14200	Constitutive_Intron	0.764014	0.0164648	0.5352112676056338	0.5070422535211268	Cfg3	-0.03516572080267
chr11	68338788	68338861	m6AIP_abcam_peak_1274b	0.0	-	chr11	68277611	68385102	ENSMUST00000108674.8|Ntn1|ENSMUSG00000020902.12|protein_coding_Intron_3	0.0	-	0.43065000790763874	68338788	68338861	68316969	68317042	107491	13201	Constitutive_Intron	0.181932	0.00121918	0.4931506849315068	0.5616438356164384	Cfg3	-0.479889006273193
chr11	68352342	68352450	m6AIP_abcam_peak_1275	0.0	-	chr11	68277611	68385102	ENSMUST00000108674.8|Ntn1|ENSMUSG00000020902.12|protein_coding_Intron_3	0.0	-	0.30400684708487224	68352342	68352450	68363316	68363424	107491	13201	Constitutive_Intron	0.00339815	0.149722	0.48148148148148145	0.26851851851851855	Cfg3	0.154455377470823
chr11	68361093	68361322	m6AIP_abcam_peak_1276	0.0	-	chr11	68277611	68385102	ENSMUST00000108674.8|Ntn1|ENSMUSG00000020902.12|protein_coding_Intron_3	0.0	-	0.2219069503493316	68361093	68361322	68363461	68363690	107491	107491	Constitutive_Intron	0.37707	0.0166114	0.37554585152838427	0.48034934497816595	Cfg3	0.996364425942577
chr11	68791828	68791948	m6AIP_abcam_peak_1278	0.0	+	chr11	68790740	68791862	ENSMUST00000092984.5|Myh10|ENSMUSG00000020900.15|protein_coding_Intron_24	0.0	+	0.9901960784313726	68791828	68791862	68790907	68790941	1122	4063	Constitutive_Intron	0.0689118	0.0223529	0.5588235294117647	0.5294117647058824	Cfg3	0.691973579732176
